Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,SCHD,SCHD,SCHD,SCHD,SCHD,CL=F,CL=F,CL=F,CL=F,CL=F,QCOM,QCOM,QCOM,QCOM,QCOM,IVV,IVV,IVV,IVV,IVV,MSFT,MSFT,MSFT,MSFT,MSFT,GC=F,GC=F,GC=F,GC=F,GC=F,AAPL,AAPL,AAPL,AAPL,AAPL,RTX,RTX,RTX,RTX,RTX,CRSP,CRSP,CRSP,CRSP,CRSP
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-03,89.16370297479997,90.61676258298985,88.09879462707987,88.6959457397461,28131200,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3959140000,23.713368724619514,23.763403478429133,23.42254194177408,23.59140968322754,9125700,80.56999969482422,81.5,76.5999984741211,76.93000030517578,338520,105.7805482696843,106.15104085906177,101.77162102278847,101.83811950683594,8110400,373.7505330133943,375.676773353689,367.4394136724709,370.2755432128906,6454700,238.67661840759735,241.2982496784464,233.09950356417312,235.24002075195312,25740000,1836.199951171875,1839.699951171875,1836.199951171875,1839.699951171875,29,128.78264911213327,129.39551842727084,122.74287269172645,123.63253021240234,112117500,95.6648709013159,95.89222108455007,94.82180051302042,95.4943618774414,3532300,41.189998626708984,41.64500045776367,39.87900161743164,41.0,1364900
2023-01-04,89.92009958818068,90.21867518028262,86.8547528692259,87.66090393066406,34854800,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,4414080000,23.7102398788585,23.938524104480475,23.613298218470682,23.825946807861328,10210800,77.25,77.41999816894531,72.7300033569336,72.83999633789062,352434,104.30807255898469,106.61653012825406,103.3675847452815,105.9515380859375,7614200,372.60837869762196,375.21220641630026,369.5399172328055,373.1601257324219,3805600,228.07226219993836,228.6515707937887,221.86675636636124,224.9498748779297,50623400,1845.5999755859375,1859.0999755859375,1845.5999755859375,1852.800048828125,25,125.43161455867813,127.18127564102066,123.64241984503863,124.90770721435547,89113600,95.2101951137056,96.71635229550984,95.11546947416936,95.52278900146484,5635100,41.52000045776367,45.0099983215332,41.20000076293945,45.0,1258900
2023-01-05,87.0538097866527,87.15333245755251,85.49128031493731,85.78984832763672,27194400,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3893450000,23.732131442251717,23.77591050839078,23.553881966512208,23.685224533081055,8378400,73.25,74.91999816894531,72.45999908447266,73.66999816894531,300731,104.4315748846419,105.37205551557861,103.67158599738949,103.92808532714844,7546000,371.15640636714494,371.26286831054955,368.33962539784903,368.92041015625,4329700,223.0842848228225,223.42795059014287,217.74282764687024,218.28286743164062,39585600,1855.199951171875,1855.199951171875,1834.800048828125,1834.800048828125,24,125.66885678017948,126.30150047855705,123.32610067708713,123.5831069946289,80962700,94.9828256367409,96.11008003170953,94.40499718466542,95.56066131591797,4967200,45.970001220703125,47.86000061035156,45.029998779296875,47.45000076293945,1416000
2023-01-06,86.3770371515828,87.27275629454014,84.45622016455464,86.9244155883789,41381500,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3923560000,23.929143156255858,24.345058609176835,23.85721886933625,24.276260375976562,10004700,73.97000122070312,75.47000122070312,73.23999786376953,73.7699966430664,258128,105.41005558540509,110.17897171522802,104.54557529356636,109.57097625732422,10259300,372.0372771191071,378.503274899276,369.01723166680983,377.3417053222656,4838800,218.96037666884743,221.67037414337992,215.376502057129,220.85540771484375,43613600,1838.4000244140625,1868.199951171875,1835.300048828125,1864.199951171875,26,124.56170184454875,128.79250076902682,123.45457188803941,128.1302032470703,87754700,96.52688849381943,98.46878914724627,95.95852750323357,97.05735778808594,6411700,47.560001373291016,48.470001220703125,46.29800033569336,47.209999084472656,1475500
2023-01-09,87.93956719506664,89.62152828865293,87.44194628861791,87.60118103027344,29003900,3910.820068359375,3950.570068359375,3890.419921875,3892.090087890625,4311770000,24.37633021578123,24.442000606775647,24.07924953473336,24.101139068603516,13200000,73.47000122070312,76.73999786376953,73.47000122070312,74.62999725341797,329290,110.8914603194998,112.90541857919659,107.86101382778986,108.87749481201172,10291800,379.60672546724203,382.83003488730446,376.95448212953744,377.080322265625,3474700,222.34787609092098,227.05111407181693,222.30860727948638,223.0057373046875,27369800,1867.0,1880.0,1867.0,1872.699951171875,62,128.9704583829939,131.87667022454877,128.39712274020837,128.6541290283203,70790800,97.31312169115722,97.36048088965286,93.57139810911232,94.34815979003906,6377300,47.939998626708984,48.72999954223633,46.560001373291016,46.68000030517578,1006700
2023-01-10,85.57089787842811,88.24809330021212,85.42161008183072,87.99928283691406,30467800,3888.570068359375,3919.830078125,3877.2900390625,3919.25,3851030000,24.126153287954786,24.223094940185547,23.98855683768277,24.223094940185547,10056300,74.86000061035156,75.91999816894531,73.83999633789062,75.12000274658203,307430,108.31700565378623,111.1194584859404,108.03201524142938,111.06246185302734,6384800,376.55762031447335,379.8680726155399,375.60903380558267,379.7906188964844,3649100,223.63414061358225,227.11983564696362,223.21193722037137,224.70440673828125,27033900,1877.800048828125,1878.0999755859375,1871.5999755859375,1871.5999755859375,101,128.76286346285156,129.7513700565325,126.64745995571087,129.2274627685547,63896200,94.17765552211723,95.75012842429862,93.79874577954683,94.65129089355469,4701900,46.689998626708984,48.2599983215332,46.689998626708984,48.2400016784668,700000
2023-01-11,88.7556713324224,91.16415486430132,88.58648203484007,91.08453369140625,26862000,3932.35009765625,3970.070068359375,3928.5400390625,3969.610107421875,4303360000,24.298148127992697,24.326293345706617,24.14491782546257,24.313785552978516,8382000,74.77999877929688,77.83999633789062,74.30999755859375,77.41000366210938,350891,111.5659490737363,112.57292822208362,109.40948470219564,112.46842956542969,7374400,381.4361769819856,384.66917561709676,380.62309015817976,384.52398681640625,6273800,227.10019792483945,231.67578608133306,226.92346579858452,231.49905395507812,28669300,1873.0999755859375,1877.800048828125,1873.0999755859375,1874.5999755859375,1236,129.74150433319187,131.9755240444425,128.9605906771462,131.9557647705078,69458900,94.84074361601647,95.03966959268149,93.71348918781284,94.33868408203125,4518700,48.59000015258789,49.38999938964844,47.15999984741211,48.349998474121094,936800
2023-01-12,91.0447213124675,91.432864998952,89.32294969329632,90.69638061523438,30258100,3977.570068359375,3997.760009765625,3937.56005859375,3983.169921875,4440260000,24.360694468001828,24.463891818743004,24.21059020658772,24.35443878173828,9211500,77.69999694824219,79.16000366210938,77.0999984741211,78.38999938964844,307705,113.27591200586863,116.25885649540699,111.7654433000043,115.50836944580078,9527600,385.70490714643745,387.4859587048528,381.6007461439995,386.0243225097656,3988000,230.99828080713587,235.55422702400872,229.32907915113603,234.1894073486328,27269500,1877.199951171875,1897.4000244140625,1877.199951171875,1895.5,59,132.3413084334684,132.71693079827503,129.92934918713277,131.876708984375,71379600,94.58498695930932,95.42805738444817,94.28186059551896,95.37122344970703,4221400,48.41999816894531,49.70000076293945,45.77000045776367,49.65999984741211,914000
