Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,CL=F,CL=F,CL=F,CL=F,CL=F,SCHD,SCHD,SCHD,SCHD,SCHD,GC=F,GC=F,GC=F,GC=F,GC=F,QCOM,QCOM,QCOM,QCOM,QCOM,MSFT,MSFT,MSFT,MSFT,MSFT,IVV,IVV,IVV,IVV,IVV,AAPL,AAPL,AAPL,AAPL,AAPL,CRSP,CRSP,CRSP,CRSP,CRSP,RTX,RTX,RTX,RTX,RTX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-26,4087.780029296875,4089.669921875,4049.35009765625,4055.989990234375,3837030000.0,104.42077155594797,105.84396768440436,102.14166684153358,103.2165298461914,53347600.0,77.08000183105469,77.93000030517578,74.05000305175781,74.30000305175781,497778,22.646289393417216,22.652595338140756,22.378267797768476,22.416105270385742,10873500.0,1997.800048828125,1998.800048828125,1985.5999755859375,1985.699951171875,615,109.23672201988458,110.01090591555442,108.20447196428188,109.11247253417969,4671100.0,292.05501404925786,294.88007785035614,288.1471653314123,290.7458190917969,64599200.0,397.0389980465756,398.1276501821456,394.191001001996,394.8033752441406,5637900.0,161.43199188421733,163.6298284131595,161.1745931859106,162.125,45498800.0,49.599998474121094,50.0,48.54999923706055,48.650001525878906,1085500.0,95.69594871467302,96.00074292202393,92.56227940982329,93.03852081298828,5219300.0
2023-04-27,4075.2900390625,4138.240234375,4075.2900390625,4135.35009765625,3750550000.0,103.95299784504715,107.85435127935429,103.0473318001292,107.07805633544922,50089200.0,74.37999725341797,75.27999877929688,74.02999877929688,74.76000213623047,345880,22.438175517287547,22.6620536810106,22.32466130255477,22.64628791809082,9308100.0,1990.5999755859375,2002.300048828125,1979.9000244140625,1989.9000244140625,355,108.84484723477247,109.25583528058013,107.19134244708118,108.8830795288086,6945700.0,291.336431237466,300.42194142413604,290.62770202416357,300.0577087402344,46462600.0,397.3111640640074,402.8905211324736,397.11674918253317,402.6378173828125,4156100.0,163.54075427728802,166.87710354316513,163.54075427728802,166.72860717773438,64902300.0,48.849998474121094,50.650001525878906,48.099998474121094,49.11000061035156,939700.0,93.03851459830346,94.96252654115048,92.81944037005951,94.6672592163086,4010600.0
2023-04-28,4129.6298828125,4170.06005859375,4127.18017578125,4169.47998046875,4087800000.0,106.5306785498371,106.83920106462901,104.5899525683896,106.8292465209961,36139800.0,74.91000366210938,76.91999816894531,73.93000030517578,76.77999877929688,328399,22.583225139218264,22.88908601996596,22.580073068909947,22.882780075073242,8824500.0,1986.9000244140625,1990.0999755859375,1977.699951171875,1990.0999755859375,152,110.0108950476774,111.73131163705685,108.70147375270986,111.63573455810547,8651300.0,299.2505571443168,304.0935148750173,298.5615040334557,302.4496765136719,36446700.0,401.7046717263431,406.04958043182256,401.6658124799006,405.9718322753906,3871000.0,166.80779457565893,168.15421688581486,166.2038842356674,167.98590087890625,55209200.0,48.959999084472656,49.959999084472656,47.810001373291016,48.939998626708984,603900.0,94.36246795053913,95.16255725795247,94.09577393702364,95.15303039550781,2875900.0
2023-05-01,4166.7900390625,4186.919921875,4164.1201171875,4167.8701171875,3321370000.0,106.33162325684647,107.47615277000584,106.31172176311922,106.68991088867188,26681700.0,76.66000366210938,76.69000244140625,74.52999877929688,75.66000366210938,215017,22.86701175662674,23.005753365373675,22.86701175662674,22.901697158813477,9200700.0,1980.0999755859375,2005.0,1976.9000244140625,1983.4000244140625,210,112.02760642517138,112.38124965010181,110.40277415378459,110.71817779541016,6208500.0,302.1642048581886,303.7686910534892,300.3726908217299,300.7762756347656,21294100.0,405.6121877863917,407.6825846874003,405.42750254503574,405.6802062988281,2813100.0,167.58993273754442,168.74824982078258,166.95632300552234,167.89683532714844,52472900.0,48.650001525878906,50.130001068115234,48.400001525878906,49.08000183105469,716800.0,95.1816122152516,96.56270945151107,95.09588497932837,95.56260681152344,3481400.0
2023-05-02,4164.10009765625,4164.10009765625,4089.719970703125,4119.580078125,4486130000.0,106.63020263275621,106.68991470916808,103.21652305785557,104.81886291503906,30997200.0,75.76000213623047,76.11000061035156,71.41999816894531,71.66000366210938,417820,22.788182818991018,22.81340840187979,22.245831884744415,22.42241096496582,13883100.0,1994.699951171875,2018.0,1994.699951171875,2014.300048828125,1896,110.9953621954041,111.88424295968728,109.38008973605619,110.97624969482422,7081200.0,302.9418162241632,304.3395683302201,299.1520846006122,300.62860107421875,26404400.0,404.88316359219095,404.98037103142684,398.12764702316565,401.1408996582031,4604700.0,168.3918123170909,168.6492261368123,165.86726857821876,166.85728454589844,48425700.0,49.06999969482422,49.31999969482422,47.84000015258789,48.04999923706055,750900.0,95.40068555764616,95.40068555764616,93.6004862891464,94.17198181152344,3377500.0
2023-05-03,4122.25,4148.2998046875,4088.860107421875,4090.75,4246510000.0,105.0278714282875,106.97854454706649,104.46058387636243,104.908447265625,21795400.0,71.55999755859375,71.79000091552734,67.94999694824219,68.5999984741211,490523,22.438177161409524,22.542233369435714,22.211146911032777,22.2237606048584,11622000.0,2017.0999755859375,2035.0999755859375,2015.199951171875,2028.5999755859375,1349,111.50193823563431,111.65486012143664,107.62144420600436,107.84127807617188,11491700.0,301.81970644560397,303.778542392161,299.3293160567343,299.63446044921875,22360800.0,401.61716148828236,404.00833981097594,398.0984718388852,398.2539978027344,3746400.0,167.80771888799373,169.21353985292495,165.4910849784499,165.77818298339844,65136000.0,48.16999816894531,50.0,47.599998474121094,49.189998626708984,1088000.0,94.1148111258625,94.44818587679029,92.42891998254147,92.54322052001953,3610800.0
2023-05-04,4082.550048828125,4082.610107421875,4048.280029296875,4061.219970703125,4920090000.0,104.98806056672765,105.09753777760864,103.47529629660639,104.1918716430664,23419500.0,68.16000366210938,69.83999633789062,63.63999938964844,68.55999755859375,412495,22.144927759270548,22.154387577622018,21.92104960159614,22.01564598083496,15059700.0,2045.0,2072.0,2040.0,2048.0,930,99.4303514912526,102.38373209474898,98.92378640873997,101.86760711669922,22117500.0,301.44559363876704,302.9418162241632,298.65005938684857,300.62860107421875,22519900.0,397.2138834849841,397.583253893646,394.1909313804296,395.4739685058594,4185900.0,163.24372680909343,165.3722550253471,162.66951575440282,164.13473510742188,81235400.0,48.689998626708984,53.849998474121094,48.63999938964844,53.119998931884766,1666800.0,92.39084302425006,92.6480102146276,90.35253016155933,91.3621597290039,4414800.0
2023-05-05,4084.72998046875,4147.02001953125,4084.72998046875,4136.25,4186270000.0,104.32124898163032,105.37620289836305,103.61462818899871,105.06768035888672,26625100.0,68.69999694824219,71.80999755859375,68.4800033569336,71.33999633789062,330585,22.239525433413228,22.422410454121195,22.226913544394183,22.384572982788086,9132600.0,2046.4000244140625,2046.4000244140625,2004.300048828125,2017.4000244140625,59,103.42553951585674,104.43866972850435,101.09342075550587,103.9703369140625,10736500.0,300.93377975527426,307.085932430796,299.50646831862997,305.7865905761719,28181200.0,399.18718142576176,403.90146091560433,398.944177634157,402.70587158203125,2992500.0,169.27291399392053,172.55977402605672,169.055109287866,171.83706665039062,113316400.0,54.119998931884766,57.88999938964844,53.8849983215332,55.790000915527344,1871800.0,91.75267061885226,92.1908118384135,91.16212866194776,91.99079132080078,3260000.0
